Day;Month;Year;Hour;Load;Ppv1k;Temp;Wind
1;1;2016;0;1453.0;0;10.23;3.78
1;1;2016;1;1331.0;0;10.69;5.28
1;1;2016;2;1214.0;0;11.14;6.78
1;1;2016;3;1146.0;0;11.6;8.28
1;1;2016;4;1078.0;0;11.39;9.6
1;1;2016;5;1035.0;0;11.18;10.91
1;1;2016;6;1032.0;0;10.97;12.23
1;1;2016;7;1072.0;0;11.14;12.61
1;1;2016;8;1142.0;0;11.31;12.98
1;1;2016;9;1208.0;0.07;11.49;13.35
1;1;2016;10;1299.0;0;11.65;14.18
1;1;2016;11;1352.0;0;11.82;15.02
1;1;2016;12;1363.0;0;11.98;15.85
1;1;2016;13;1366.0;0;12.09;15.83
1;1;2016;14;1336.0;0;12.19;15.8
1;1;2016;15;1336.0;0;12.3;15.78
1;1;2016;16;1307.0;0;12.31;15.99
1;1;2016;17;1315.0;0;12.32;16.19
1;1;2016;18;1396.0;0;12.34;16.4
1;1;2016;19;1432.0;0;12.26;16.53
1;1;2016;20;1452.0;0;12.19;16.66
1;1;2016;21;1580.0;0;12.11;16.79
1;1;2016;22;1692.0;0;12.08;16.32
1;1;2016;23;1521.0;0;12.06;15.85
2;1;2016;0;1344.0;0;12.04;15.38
2;1;2016;1;1200.0;0;11.82;15.69
2;1;2016;2;1071.0;0;11.61;16
2;1;2016;3;1036.0;0;11.4;16.3
2;1;2016;4;1059.0;0;11.09;16.9
2;1;2016;5;1043.0;0;10.77;17.5
2;1;2016;6;1029.0;0;10.46;18.1
2;1;2016;7;1070.0;0;10.36;18.76
2;1;2016;8;1197.0;0;10.25;19.42
2;1;2016;9;1339.0;25.91;10.15;20.08
2;1;2016;10;1352.0;11.78;10.06;19.68
2;1;2016;11;1314.0;9.98;9.98;19.28
2;1;2016;12;1273.0;0;9.89;18.88
2;1;2016;13;1160.0;49.17;9.92;17.97
2;1;2016;14;1098.0;188.44;9.94;17.06
2;1;2016;15;1075.0;17.93;9.97;16.15
2;1;2016;16;1106.0;2.34;10.17;15.06
2;1;2016;17;1142.0;0;10.37;13.97
2;1;2016;18;1262.0;0;10.57;12.88
2;1;2016;19;1257.0;0;10.9;12.08
2;1;2016;20;1251.0;0;11.22;11.27
2;1;2016;21;1365.0;0;11.55;10.47
2;1;2016;22;1499.0;0;11.37;11.36
2;1;2016;23;1324.0;0;11.2;12.25
3;1;2016;0;1176.0;0;11.03;13.14
3;1;2016;1;1073.0;0;11;14.22
3;1;2016;2;946.0;0;10.97;15.29
3;1;2016;3;916.0;0;10.94;16.36
3;1;2016;4;932.0;0;11.34;16.38
3;1;2016;5;943.0;0;11.73;16.4
3;1;2016;6;926.0;0;12.13;16.41
3;1;2016;7;924.0;0;12.11;15.58
3;1;2016;8;960.0;0;12.09;14.74
3;1;2016;9;1075.0;27.98;12.07;13.9
3;1;2016;10;1145.0;432.06;11.85;14.1
3;1;2016;11;1146.0;106.64;11.64;14.29
3;1;2016;12;1129.0;0;11.42;14.48
3;1;2016;13;1023.0;492.74;11.28;14.53
3;1;2016;14;948.0;153.18;11.14;14.58
3;1;2016;15;891.0;86.08;11.01;14.63
3;1;2016;16;907.0;0;10.89;15.11
3;1;2016;17;934.0;0;10.78;15.58
3;1;2016;18;1045.0;0;10.67;16.06
3;1;2016;19;1086.0;0;10.74;16.41
3;1;2016;20;1073.0;0;10.81;16.77
3;1;2016;21;1210.0;0;10.88;17.13
3;1;2016;22;1343.0;0;10.88;17.24
3;1;2016;23;1213.0;0;10.88;17.35
4;1;2016;0;1088.0;0;10.88;17.46
4;1;2016;1;972.0;0;10.9;17.55
4;1;2016;2;880.0;0;10.93;17.65
4;1;2016;3;863.0;0;10.96;17.74
4;1;2016;4;857.0;0;10.92;17.7
4;1;2016;5;866.0;0;10.89;17.66
4;1;2016;6;884.0;0;10.85;17.63
4;1;2016;7;932.0;0;10.71;17.49
4;1;2016;8;978.0;0;10.56;17.36
4;1;2016;9;1037.0;0;10.42;17.23
4;1;2016;10;1100.0;24.59;10.36;16.91
4;1;2016;11;1091.0;4.89;10.31;16.58
4;1;2016;12;1101.0;113;10.25;16.26
4;1;2016;13;1046.0;0;10.37;16.05
4;1;2016;14;939.0;520.39;10.48;15.83
4;1;2016;15;928.0;173.77;10.6;15.61
4;1;2016;16;941.0;22.56;10.56;15.91
4;1;2016;17;972.0;0;10.52;16.21
4;1;2016;18;1069.0;0;10.48;16.51
4;1;2016;19;1119.0;0;10.47;16.45
4;1;2016;20;1115.0;0;10.47;16.38
4;1;2016;21;1199.0;0;10.46;16.32
4;1;2016;22;1289.0;0;10.41;16.24
4;1;2016;23;1170.0;0;10.37;16.16
5;1;2016;0;1065.0;0;10.33;16.08
5;1;2016;1;991.0;0;10.33;16
5;1;2016;2;922.0;0;10.34;15.93
5;1;2016;3;859.0;0;10.35;15.85
5;1;2016;4;871.0;0;10.27;15.72
5;1;2016;5;861.0;0;10.2;15.6
5;1;2016;6;878.0;0;10.12;15.48
5;1;2016;7;932.0;0;10.16;15.08
5;1;2016;8;1015.0;0;10.2;14.68
5;1;2016;9;1063.0;2.68;10.25;14.28
5;1;2016;10;1068.0;1.16;10.26;13.85
5;1;2016;11;1079.0;0;10.27;13.42
5;1;2016;12;1063.0;0;10.28;12.99
5;1;2016;13;995.0;818.76;10.16;12.83
5;1;2016;14;970.0;221.93;10.04;12.66
5;1;2016;15;962.0;10.33;9.93;12.5
5;1;2016;16;957.0;1.7;10.12;12.18
5;1;2016;17;976.0;0;10.32;11.87
5;1;2016;18;1069.0;0;10.52;11.56
5;1;2016;19;1123.0;0;10.5;11.74
5;1;2016;20;1121.0;0;10.47;11.92
5;1;2016;21;1232.0;0;10.45;12.1
5;1;2016;22;1315.0;0;10.57;12.29
5;1;2016;23;1173.0;0;10.69;12.48
6;1;2016;0;1045.0;0;10.82;12.68
6;1;2016;1;1001.0;0;10.83;12.63
6;1;2016;2;921.0;0;10.84;12.57
6;1;2016;3;875.0;0;10.85;12.52
6;1;2016;4;864.0;0;10.72;12.42
6;1;2016;5;854.0;0;10.6;12.32
6;1;2016;6;858.0;0;10.47;12.22
6;1;2016;7;940.0;0;10.39;11.49
6;1;2016;8;1025.0;0;10.31;10.77
6;1;2016;9;1069.0;6;10.24;10.04
6;1;2016;10;1050.0;8.56;10.42;9.5
6;1;2016;11;984.0;0;10.61;8.97
6;1;2016;12;991.0;0;10.79;8.43
6;1;2016;13;977.0;0;10.69;9.12
6;1;2016;14;979.0;0;10.59;9.82
6;1;2016;15;973.0;0;10.49;10.51
6;1;2016;16;1014.0;1.51;10.73;12.69
6;1;2016;17;1019.0;0;10.97;14.87
6;1;2016;18;1092.0;0;11.2;17.05
6;1;2016;19;1127.0;0;11.83;15.55
6;1;2016;20;1141.0;0;12.47;14.06
6;1;2016;21;1253.0;0;13.1;12.57
6;1;2016;22;1292.0;0;13.05;12.73
6;1;2016;23;1045.0;0;13.01;12.9
7;1;2016;0;947.0;0;12.97;13.06
7;1;2016;1;904.0;0;12.82;13.75
7;1;2016;2;839.0;0;12.67;14.43
7;1;2016;3;799.0;0;12.52;15.12
7;1;2016;4;792.0;0;12.15;15.66
7;1;2016;5;746.0;0;11.79;16.21
7;1;2016;6;758.0;0;11.42;16.76
7;1;2016;7;841.0;0;10.98;16.39
7;1;2016;8;964.0;0;10.53;16.02
7;1;2016;9;1071.0;0;10.09;15.66
7;1;2016;10;1081.0;190.33;10;14.96
7;1;2016;11;993.0;232.17;9.9;14.26
7;1;2016;12;975.0;0;9.81;13.56
7;1;2016;13;931.0;631.4;9.81;12.68
7;1;2016;14;924.0;507.84;9.8;11.81
7;1;2016;15;914.0;52.04;9.8;10.94
7;1;2016;16;909.0;82.32;9.82;9.76
7;1;2016;17;931.0;0;9.84;8.57
7;1;2016;18;1012.0;0;9.86;7.39
7;1;2016;19;1060.0;0;9.9;7.5
7;1;2016;20;1069.0;0;9.93;7.6
7;1;2016;21;1198.0;0;9.97;7.71
7;1;2016;22;1317.0;0;10.09;8.17
7;1;2016;23;1130.0;0;10.22;8.63
8;1;2016;0;1002.0;0;10.35;9.09
8;1;2016;1;949.0;0;10.24;9.27
8;1;2016;2;884.0;0;10.14;9.45
8;1;2016;3;870.0;0;10.03;9.63
8;1;2016;4;898.0;0;9.93;9.39
8;1;2016;5;857.0;0;9.82;9.15
8;1;2016;6;822.0;0;9.72;8.91
8;1;2016;7;898.0;0;9.9;8.67
8;1;2016;8;977.0;0;10.08;8.43
8;1;2016;9;1023.0;83.95;10.26;8.19
8;1;2016;10;991.0;0;10.44;8.18
8;1;2016;11;923.0;205.58;10.63;8.17
8;1;2016;12;830.0;28.39;10.81;8.15
8;1;2016;13;749.0;28.76;10.89;8.09
8;1;2016;14;736.0;693.81;10.96;8.02
8;1;2016;15;762.0;370.82;11.03;7.96
8;1;2016;16;811.0;0;11.2;8.28
8;1;2016;17;829.0;0;11.37;8.59
8;1;2016;18;904.0;0;11.54;8.91
8;1;2016;19;975.0;0;11.62;9.35
8;1;2016;20;986.0;0;11.7;9.79
8;1;2016;21;1094.0;0;11.78;10.23
8;1;2016;22;1232.0;0;11.7;10.53
8;1;2016;23;1084.0;0;11.63;10.82
9;1;2016;0;939.0;0;11.56;11.12
9;1;2016;1;894.0;0;11.53;11.67
9;1;2016;2;824.0;0;11.51;12.22
9;1;2016;3;815.0;0;11.48;12.77
9;1;2016;4;863.0;0;11.45;12.89
9;1;2016;5;852.0;0;11.42;13
9;1;2016;6;803.0;0;11.39;13.12
9;1;2016;7;824.0;0;11.49;12.54
9;1;2016;8;874.0;0;11.58;11.96
9;1;2016;9;946.0;24.38;11.68;11.38
9;1;2016;10;991.0;5.43;11.62;12.4
9;1;2016;11;1029.0;56.75;11.56;13.41
9;1;2016;12;1044.0;64.37;11.5;14.43
9;1;2016;13;1022.0;84.9;11.08;15.15
9;1;2016;14;965.0;450.69;10.66;15.87
9;1;2016;15;931.0;20.08;10.24;16.59
9;1;2016;16;979.0;96.73;10.34;16.73
9;1;2016;17;1042.0;0;10.43;16.86
9;1;2016;18;1114.0;0;10.52;16.99
9;1;2016;19;1084.0;0;10.4;16.8
9;1;2016;20;1072.0;0;10.28;16.61
9;1;2016;21;1190.0;0;10.16;16.41
9;1;2016;22;1357.0;0;9.94;15.92
9;1;2016;23;1247.0;0;9.73;15.42
10;1;2016;0;1099.0;0;9.52;14.92
10;1;2016;1;1003.0;0;9.62;14.51
10;1;2016;2;913.0;0;9.73;14.09
10;1;2016;3;871.0;0;9.83;13.67
10;1;2016;4;906.0;0;9.51;12.93
10;1;2016;5;956.0;0;9.18;12.2
10;1;2016;6;911.0;0;8.86;11.46
10;1;2016;7;881.0;0;8.92;11.24
10;1;2016;8;952.0;0;8.98;11.02
10;1;2016;9;997.0;122.56;9.05;10.8
10;1;2016;10;1048.0;183.57;9.04;10.9
10;1;2016;11;1114.0;185.38;9.02;10.99
10;1;2016;12;1111.0;577.75;9.01;11.09
10;1;2016;13;937.0;518.42;9.56;11.2
10;1;2016;14;822.0;204.14;10.11;11.31
10;1;2016;15;803.0;29.48;10.66;11.42
10;1;2016;16;743.0;3.33;10.79;11.25
10;1;2016;17;823.0;0;10.91;11.08
10;1;2016;18;987.0;0;11.03;10.91
10;1;2016;19;1038.0;0;10.55;11.28
10;1;2016;20;1066.0;0;10.07;11.65
10;1;2016;21;1163.0;0;9.59;12.01
10;1;2016;22;1297.0;0;9.65;12
10;1;2016;23;1170.0;0;9.71;11.98
11;1;2016;0;1068.0;0;9.78;11.96
11;1;2016;1;971.0;0;9.99;11.97
11;1;2016;2;907.0;0;10.2;11.99
11;1;2016;3;874.0;0;10.41;12
11;1;2016;4;875.0;0;10.09;12.42
11;1;2016;5;871.0;0;9.76;12.84
11;1;2016;6;887.0;0;9.44;13.26
11;1;2016;7;941.0;0;9.44;13.38
11;1;2016;8;999.0;0;9.43;13.5
11;1;2016;9;1040.0;20.71;9.43;13.63
11;1;2016;10;1045.0;5.5;9.7;13.73
11;1;2016;11;1066.0;24.99;9.96;13.84
11;1;2016;12;1101.0;163.31;10.23;13.94
11;1;2016;13;1046.0;334.53;9.95;14.25
11;1;2016;14;904.0;219.11;9.67;14.55
11;1;2016;15;933.0;30.1;9.39;14.86
11;1;2016;16;997.0;9.02;9.52;15.36
11;1;2016;17;1038.0;0;9.66;15.86
11;1;2016;18;1145.0;0;9.8;16.36
11;1;2016;19;1187.0;0;9.81;16.43
11;1;2016;20;1175.0;0;9.83;16.5
11;1;2016;21;1264.0;0;9.84;16.57
11;1;2016;22;1379.0;0;9.78;16.07
11;1;2016;23;1245.0;0;9.72;15.58
12;1;2016;0;1167.0;0;9.66;15.09
12;1;2016;1;1072.0;0;9.46;14.55
12;1;2016;2;953.0;0;9.27;14.01
12;1;2016;3;901.0;0;9.07;13.48
12;1;2016;4;908.0;0;8.84;13.03
12;1;2016;5;917.0;0;8.62;12.59
12;1;2016;6;959.0;0;8.39;12.15
12;1;2016;7;991.0;0;8.29;12.46
12;1;2016;8;1059.0;0;8.18;12.78
12;1;2016;9;1175.0;47.73;8.08;13.09
12;1;2016;10;1114.0;157.34;8.35;13.39
12;1;2016;11;1070.0;280.26;8.61;13.7
12;1;2016;12;1032.0;325.59;8.88;14
12;1;2016;13;988.0;550.77;8.95;14.28
12;1;2016;14;889.0;224.68;9.02;14.55
12;1;2016;15;907.0;148.32;9.09;14.83
12;1;2016;16;937.0;6.65;9.22;14.62
12;1;2016;17;980.0;0;9.35;14.41
12;1;2016;18;1162.0;0;9.48;14.21
12;1;2016;19;1224.0;0;9.47;13.57
12;1;2016;20;1177.0;0;9.47;12.93
12;1;2016;21;1247.0;0;9.46;12.29
12;1;2016;22;1419.0;0;9.44;11.55
12;1;2016;23;1266.0;0;9.42;10.81
13;1;2016;0;1143.0;0;9.4;10.07
13;1;2016;1;1123.0;0;9.33;9.42
13;1;2016;2;991.0;0;9.27;8.77
13;1;2016;3;926.0;0;9.21;8.12
13;1;2016;4;912.0;0;9.17;7.6
13;1;2016;5;923.0;0;9.14;7.09
13;1;2016;6;951.0;0;9.1;6.57
13;1;2016;7;1035.0;0;9.02;6.74
13;1;2016;8;1092.0;0;8.93;6.92
13;1;2016;9;1074.0;46.17;8.85;7.1
13;1;2016;10;1099.0;400.13;8.87;7.7
13;1;2016;11;1071.0;554.92;8.89;8.3
13;1;2016;12;1053.0;103.57;8.91;8.9
13;1;2016;13;974.0;455.87;8.79;8.86
13;1;2016;14;960.0;355.28;8.66;8.82
13;1;2016;15;912.0;347.44;8.53;8.79
13;1;2016;16;920.0;11.11;8.72;8.93
13;1;2016;17;986.0;0;8.9;9.07
13;1;2016;18;1104.0;0;9.09;9.21
13;1;2016;19;1153.0;0;9.17;9.4
13;1;2016;20;1159.0;0;9.24;9.59
13;1;2016;21;1209.0;0;9.32;9.78
13;1;2016;22;1345.0;0;9.27;10
13;1;2016;23;1192.0;0;9.22;10.22
14;1;2016;0;1062.0;0;9.18;10.44
14;1;2016;1;1037.0;0;9.12;10.51
14;1;2016;2;965.0;0;9.06;10.57
14;1;2016;3;887.0;0;9;10.63
14;1;2016;4;912.0;0;9.13;11.14
14;1;2016;5;887.0;0;9.25;11.64
14;1;2016;6;934.0;0;9.38;12.14
14;1;2016;7;1027.0;0;9.41;12.26
14;1;2016;8;1119.0;0;9.44;12.38
14;1;2016;9;1117.0;58.38;9.48;12.5
14;1;2016;10;1092.0;341.42;9.44;12.41
14;1;2016;11;1094.0;517.61;9.41;12.33
14;1;2016;12;1066.0;283.89;9.37;12.25
14;1;2016;13;1013.0;460.03;9.25;11.62
14;1;2016;14;992.0;273.01;9.13;10.99
14;1;2016;15;957.0;155.57;9.01;10.36
14;1;2016;16;937.0;64.1;8.94;10.19
14;1;2016;17;970.0;0;8.88;10.02
14;1;2016;18;1094.0;0;8.81;9.85
14;1;2016;19;1194.0;0;8.78;9.52
14;1;2016;20;1209.0;0;8.74;9.2
14;1;2016;21;1326.0;0;8.71;8.87
14;1;2016;22;1405.0;0;8.65;9
14;1;2016;23;1262.0;0;8.6;9.13
15;1;2016;0;1171.0;0;8.55;9.26
15;1;2016;1;1127.0;0;8.62;10.74
15;1;2016;2;1075.0;0;8.7;12.23
15;1;2016;3;1052.0;0;8.78;13.71
15;1;2016;4;1041.0;0;8.73;13.93
15;1;2016;5;1021.0;0;8.68;14.14
15;1;2016;6;1038.0;0;8.63;14.36
15;1;2016;7;1143.0;0;8.57;14.18
15;1;2016;8;1225.0;0;8.51;14.01
15;1;2016;9;1215.0;107.36;8.45;13.83
15;1;2016;10;1158.0;407.35;8.45;13.6
15;1;2016;11;1136.0;293.12;8.45;13.36
15;1;2016;12;1088.0;375.64;8.45;13.12
15;1;2016;13;1040.0;331.34;8.31;13.08
15;1;2016;14;1044.0;229.93;8.16;13.03
15;1;2016;15;1053.0;191.53;8.02;12.99
15;1;2016;16;1029.0;112.73;8.24;12.69
15;1;2016;17;1022.0;0;8.46;12.39
15;1;2016;18;1145.0;0;8.68;12.08
15;1;2016;19;1250.0;0;8.75;11.58
15;1;2016;20;1282.0;0;8.82;11.07
15;1;2016;21;1397.0;0;8.89;10.57
15;1;2016;22;1498.0;0;9.04;10.38
15;1;2016;23;1309.0;0;9.19;10.2
16;1;2016;0;1199.0;0;9.35;10.01
16;1;2016;1;1109.0;0;9.24;9.39
16;1;2016;2;1040.0;0;9.13;8.77
16;1;2016;3;1024.0;0;9.02;8.15
16;1;2016;4;1016.0;0;9.09;7.59
16;1;2016;5;953.0;0;9.15;7.03
16;1;2016;6;948.0;0;9.22;6.47
16;1;2016;7;989.0;0;9.19;5.69
16;1;2016;8;1110.0;0;9.16;4.91
16;1;2016;9;1164.0;27.15;9.14;4.14
16;1;2016;10;1136.0;217.9;9.15;2.82
16;1;2016;11;1063.0;497.56;9.15;1.5
16;1;2016;12;1015.0;566.02;9.16;0.18
16;1;2016;13;972.0;445.11;9.17;1.25
16;1;2016;14;941.0;214.47;9.18;2.32
16;1;2016;15;964.0;30.67;9.19;3.39
16;1;2016;16;998.0;93.34;9.11;3.51
16;1;2016;17;995.0;0;9.03;3.62
16;1;2016;18;1084.0;0;8.95;3.74
16;1;2016;19;1110.0;0;9.02;3
16;1;2016;20;1113.0;0;9.1;2.26
16;1;2016;21;1240.0;0;9.17;1.52
16;1;2016;22;1374.0;0;9.27;2.01
16;1;2016;23;1206.0;0;9.38;2.5
17;1;2016;0;1071.0;0;9.49;2.99
17;1;2016;1;964.0;0;9.71;3.68
17;1;2016;2;888.0;0;9.94;4.37
17;1;2016;3;894.0;0;10.17;5.06
17;1;2016;4;934.0;0;10.29;5.4
17;1;2016;5;916.0;0;10.4;5.74
17;1;2016;6;870.0;0;10.52;6.08
17;1;2016;7;891.0;0;10.59;6.47
17;1;2016;8;966.0;0;10.65;6.86
17;1;2016;9;1067.0;6.59;10.72;7.26
17;1;2016;10;1139.0;23.46;10.78;7.8
17;1;2016;11;1181.0;50.36;10.84;8.34
17;1;2016;12;1107.0;64.63;10.9;8.88
17;1;2016;13;1024.0;56.83;10.59;9.39
17;1;2016;14;982.0;18.01;10.28;9.9
17;1;2016;15;995.0;29.99;9.98;10.41
17;1;2016;16;1026.0;7.83;9.82;10.97
17;1;2016;17;1079.0;0;9.66;11.54
17;1;2016;18;1110.0;0;9.5;12.1
17;1;2016;19;1127.0;0;9.52;13.08
17;1;2016;20;1150.0;0;9.55;14.06
17;1;2016;21;1271.0;0;9.57;15.03
17;1;2016;22;1434.0;0;9.99;15.1
17;1;2016;23;1310.0;0;10.41;15.17
18;1;2016;0;1193.0;0;10.83;15.24
18;1;2016;1;1057.0;0;10.85;13.27
18;1;2016;2;964.0;0;10.88;11.31
18;1;2016;3;947.0;0;10.9;9.34
18;1;2016;4;921.0;0;10.83;8.83
18;1;2016;5;932.0;0;10.75;8.32
18;1;2016;6;919.0;0;10.68;7.81
18;1;2016;7;932.0;0;10.58;7.59
18;1;2016;8;977.0;0;10.48;7.37
18;1;2016;9;1030.0;96.66;10.38;7.16
18;1;2016;10;1045.0;178.86;10.39;6.83
18;1;2016;11;1027.0;203.76;10.4;6.51
18;1;2016;12;988.0;193.76;10.41;6.18
18;1;2016;13;836.0;571.42;10.47;4.72
18;1;2016;14;785.0;508.21;10.53;3.26
18;1;2016;15;764.0;230.6;10.59;1.81
18;1;2016;16;783.0;78.39;10.68;1.49
18;1;2016;17;859.0;0;10.77;1.18
18;1;2016;18;962.0;0;10.86;0.87
18;1;2016;19;1026.0;0;10.77;1.76
18;1;2016;20;1007.0;0;10.67;2.64
18;1;2016;21;1095.0;0;10.58;3.53
18;1;2016;22;1273.0;0;10.47;3.6
18;1;2016;23;1140.0;0;10.36;3.67
19;1;2016;0;1029.0;0;10.26;3.74
19;1;2016;1;967.0;0;10.29;3.19
19;1;2016;2;861.0;0;10.32;2.63
19;1;2016;3;801.0;0;10.35;2.08
19;1;2016;4;816.0;0;10.21;2.48
19;1;2016;5;840.0;0;10.08;2.87
19;1;2016;6;863.0;0;9.94;3.27
19;1;2016;7;943.0;0;9.84;3.55
19;1;2016;8;981.0;0;9.74;3.84
19;1;2016;9;1005.0;7.21;9.64;4.12
19;1;2016;10;1020.0;103.41;9.61;4.09
19;1;2016;11;1042.0;70.17;9.57;4.05
19;1;2016;12;1054.0;78.03;9.54;4.01
19;1;2016;13;1043.0;88.02;9.77;4.26
19;1;2016;14;1006.0;60.92;9.99;4.51
19;1;2016;15;954.0;43.71;10.22;4.76
19;1;2016;16;913.0;39.51;10.1;5.12
19;1;2016;17;980.0;0;9.99;5.49
19;1;2016;18;1069.0;0;9.88;5.85
19;1;2016;19;1102.0;0;9.78;6.13
19;1;2016;20;1120.0;0;9.67;6.42
19;1;2016;21;1165.0;0;9.57;6.7
19;1;2016;22;1298.0;0;9.56;6.62
19;1;2016;23;1146.0;0;9.55;6.53
20;1;2016;0;1066.0;0;9.55;6.44
20;1;2016;1;1001.0;0;9.56;6.07
20;1;2016;2;941.0;0;9.57;5.71
20;1;2016;3;879.0;0;9.58;5.34
20;1;2016;4;864.0;0;9.57;5.43
20;1;2016;5;860.0;0;9.56;5.53
20;1;2016;6;915.0;0;9.55;5.63
20;1;2016;7;984.0;0;9.6;5.8
20;1;2016;8;1123.0;0;9.65;5.98
20;1;2016;9;1130.0;30.56;9.71;6.15
20;1;2016;10;1114.0;93.37;9.83;6.46
20;1;2016;11;1160.0;129.35;9.96;6.76
20;1;2016;12;1152.0;132.95;10.08;7.06
20;1;2016;13;1096.0;284.56;10.37;7.23
20;1;2016;14;1066.0;132.86;10.66;7.4
20;1;2016;15;1061.0;46.85;10.94;7.57
20;1;2016;16;1070.0;33.67;11.05;7.79
20;1;2016;17;1064.0;0;11.15;8
20;1;2016;18;1111.0;0;11.26;8.22
20;1;2016;19;1161.0;0;11.28;8.54
20;1;2016;20;1154.0;0;11.29;8.86
20;1;2016;21;1260.0;0;11.31;9.19
20;1;2016;22;1416.0;0;11.35;9.51
20;1;2016;23;1250.0;0;11.4;9.83
21;1;2016;0;1124.0;0;11.45;10.15
21;1;2016;1;1053.0;0;11.48;10.91
21;1;2016;2;979.0;0;11.52;11.66
21;1;2016;3;936.0;0;11.55;12.41
21;1;2016;4;936.0;0;11.62;12.2
21;1;2016;5;917.0;0;11.7;11.98
21;1;2016;6;926.0;0;11.77;11.77
21;1;2016;7;981.0;0;11.81;11.84
21;1;2016;8;1080.0;0;11.85;11.91
21;1;2016;9;1104.0;13.7;11.89;11.99
21;1;2016;10;1114.0;43.53;11.85;12.08
21;1;2016;11;1152.0;19.22;11.82;12.17
21;1;2016;12;1171.0;24.75;11.78;12.26
21;1;2016;13;1130.0;25.46;11.73;12.37
21;1;2016;14;1104.0;13.27;11.68;12.47
21;1;2016;15;1096.0;10.18;11.64;12.58
21;1;2016;16;1105.0;4.61;11.75;12.29
21;1;2016;17;1113.0;0;11.86;12.01
21;1;2016;18;1147.0;0;11.98;11.72
21;1;2016;19;1184.0;0;12.11;11.64
21;1;2016;20;1166.0;0;12.25;11.56
21;1;2016;21;1230.0;0;12.38;11.48
21;1;2016;22;1344.0;0;12.51;11.53
21;1;2016;23;1207.0;0;12.64;11.58
22;1;2016;0;1079.0;0;12.77;11.63
22;1;2016;1;997.0;0;12.76;11.37
22;1;2016;2;888.0;0;12.76;11.12
22;1;2016;3;861.0;0;12.76;10.87
22;1;2016;4;858.0;0;12.85;11.2
22;1;2016;5;828.0;0;12.95;11.53
22;1;2016;6;823.0;0;13.04;11.86
22;1;2016;7;886.0;0;13.04;11.71
22;1;2016;8;914.0;0;13.03;11.55
22;1;2016;9;931.0;216.93;13.03;11.39
22;1;2016;10;957.0;369.68;12.89;10.92
22;1;2016;11;963.0;529.58;12.74;10.46
22;1;2016;12;898.0;472.13;12.6;9.99
22;1;2016;13;806.0;387.18;12.55;9.8
22;1;2016;14;745.0;532.68;12.5;9.62
22;1;2016;15;704.0;376.68;12.44;9.43
22;1;2016;16;715.0;175.47;12.35;9.14
22;1;2016;17;742.0;0;12.26;8.85
22;1;2016;18;868.0;0;12.17;8.55
22;1;2016;19;935.0;0;12.13;8.1
22;1;2016;20;974.0;0;12.08;7.65
22;1;2016;21;1036.0;0;12.04;7.2
22;1;2016;22;1175.0;0;12;6.86
22;1;2016;23;1057.0;0;11.96;6.52
23;1;2016;0;872.0;0;11.93;6.18
23;1;2016;1;836.0;0;11.79;5.88
23;1;2016;2;791.0;0;11.66;5.58
23;1;2016;3;771.0;0;11.52;5.28
23;1;2016;4;789.0;0;11.44;5.94
23;1;2016;5;790.0;0;11.37;6.6
23;1;2016;6;788.0;0;11.29;7.26
23;1;2016;7;831.0;0;11.43;8.06
23;1;2016;8;905.0;0;11.56;8.86
23;1;2016;9;973.0;120.34;11.7;9.67
23;1;2016;10;1008.0;162.51;11.91;10.21
23;1;2016;11;1030.0;54.28;12.13;10.75
23;1;2016;12;1041.0;21.9;12.34;11.3
23;1;2016;13;1014.0;45.02;12.44;11.4
23;1;2016;14;1001.0;27.47;12.54;11.51
23;1;2016;15;976.0;6.51;12.65;11.61
23;1;2016;16;988.0;2.32;12.79;11.25
23;1;2016;17;984.0;0;12.94;10.89
23;1;2016;18;1007.0;0;13.08;10.52
23;1;2016;19;1026.0;0;13.06;10.31
23;1;2016;20;1014.0;0;13.04;10.1
23;1;2016;21;1096.0;0;13.02;9.89
23;1;2016;22;1213.0;0;12.97;9.71
23;1;2016;23;1055.0;0;12.93;9.53
24;1;2016;0;920.0;0;12.89;9.35
24;1;2016;1;863.0;0;12.92;9.6
24;1;2016;2;784.0;0;12.95;9.85
24;1;2016;3;744.0;0;12.98;10.1
24;1;2016;4;753.0;0;12.96;9.8
24;1;2016;5;744.0;0;12.94;9.51
24;1;2016;6;731.0;0;12.92;9.21
24;1;2016;7;760.0;0;12.99;9.09
24;1;2016;8;820.0;0;13.06;8.97
24;1;2016;9;861.0;99.1;13.14;8.84
24;1;2016;10;900.0;39.58;13.26;8.94
24;1;2016;11;841.0;134.94;13.38;9.04
24;1;2016;12;761.0;571.26;13.5;9.14
24;1;2016;13;677.0;661.25;13.53;9.59
24;1;2016;14;624.0;472.77;13.56;10.03
24;1;2016;15;608.0;316.35;13.59;10.47
24;1;2016;16;614.0;148.23;13.55;10.83
24;1;2016;17;649.0;0;13.52;11.2
24;1;2016;18;752.0;0;13.48;11.56
24;1;2016;19;818.0;0;13.42;11.49
24;1;2016;20;848.0;0;13.35;11.43
24;1;2016;21;976.0;0;13.29;11.37
24;1;2016;22;1152.0;0;13.34;11.13
24;1;2016;23;991.0;0;13.4;10.9
25;1;2016;0;881.0;0;13.46;10.66
25;1;2016;1;809.0;0;13.6;10.75
25;1;2016;2;717.0;0;13.74;10.85
25;1;2016;3;689.0;0;13.88;10.94
