fc_elyz_capex,shed_max,dispatch,algo,srand,ret,numevals,lcoe_opt,shed_rate_opt,capex,opex,xopt_sto,xopt_pv,xopt_wind,xopt_elyz,xopt_fc,xopt_hyTank
1600.0,0.0,2,LN_SBPLX,4,XTOL_REACHED,830,0.2935108376015051,0.0,1.940830735161394e7,4.70126593957621e6,1020.18,5016.1,1877.7,2125.19,1393.25,19289.07
1600.0,0.0,2,LN_SBPLX,5,XTOL_REACHED,1334,0.338582913781516,0.0,2.3641630265038196e7,5.872792858695003e6,441.87,9912.98,1877.69,1220.37,1394.01,23076.48
1600.0,0.0,2,LN_SBPLX,6,XTOL_REACHED,621,0.2936502812211767,0.0,1.9581969780428454e7,4.793052008454385e6,1090.04,5406.34,1877.7,1919.08,1400.39,18837.07
1600.0,0.0,2,LN_SBPLX,7,XTOL_REACHED,1109,0.30149346350467354,0.0,2.0430478866786446e7,5.045982346691873e6,441.64,6827.31,1877.63,1525.55,1394.0,25397.98
1600.0,0.0,2,LN_SBPLX,8,XTOL_REACHED,796,0.5034039700489076,0.0,3.5287332165978625e7,9.296969318776418e6,10774.12,17063.96,1877.7,880.21,1397.29,14991.94
1600.0,0.0,2,LN_SBPLX,9,XTOL_REACHED,1092,0.2966409226971241,0.0,1.994637767751577e7,4.913544116202123e6,625.0,6201.99,1877.7,1652.27,1394.46,24378.07
1600.0,0.0,2,LN_SBPLX,10,XTOL_REACHED,670,0.4405285705882223,0.0,3.1912266881759256e7,7.863404587560313e6,444.97,17070.0,1877.7,1029.52,1393.55,14978.33
1600.0,1.0e-5,1,GN_CRS2_LM,1,XTOL_REACHED,9112,0.402627999958265,9.904965937785411e-6,2.878483702912122e7,8.061180978044398e6,16871.34,11975.77,1480.96,146.73,1406.48,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,2,XTOL_REACHED,11765,0.3703765615845036,9.999726539824966e-6,2.6039399075086646e7,7.661807197669253e6,17070.0,8474.26,1877.7,136.53,1421.43,19680.64
1600.0,1.0e-5,1,GN_CRS2_LM,3,XTOL_REACHED,20375,0.4295894884153555,9.981858156437616e-6,3.1674556549215987e7,8.333100867613169e6,10807.97,16058.38,1449.85,285.37,1406.36,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,4,XTOL_REACHED,6222,0.39755110226262796,9.956515290959425e-6,2.8174421076789614e7,8.174626671223115e6,17070.0,10321.11,1877.7,101.66,1399.71,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,5,XTOL_REACHED,3341,0.4727093630519781,9.850739592125399e-6,3.403150031701876e7,9.558341921311965e6,17068.55,15249.87,1877.36,68.59,1397.95,25603.39
1600.0,1.0e-5,1,GN_CRS2_LM,6,XTOL_REACHED,4315,0.47023061536189037,9.868923164559615e-6,3.388677865669111e7,9.475989983542994e6,16933.53,15353.4,1811.08,75.74,1397.21,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,7,XTOL_REACHED,9840,0.3589609689856756,9.726846809449705e-6,2.5215032829462025e7,7.405049687188283e6,17070.0,7851.76,1810.62,156.91,1493.58,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,8,XTOL_REACHED,11080,0.3926367068395173,9.108429270041024e-6,2.797733407514391e7,8.0475907667799955e6,15691.13,10560.37,1877.7,119.19,1381.18,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,9,XTOL_REACHED,22407,0.3625159623026645,9.960609646117583e-6,2.653667647407728e7,7.23956313399868e6,9145.72,11085.56,1829.62,267.11,1475.94,25605.0
1600.0,1.0e-5,1,GN_CRS2_LM,10,XTOL_REACHED,5804,0.39770459925556645,9.654342188464953e-6,2.8184846859409593e7,8.177446341179155e6,17070.0,10339.93,1876.41,101.43,1395.15,25605.0
1600.0,1.0e-5,1,GN_ISRES,1,MAXEVAL_REACHED,100000,0.41769722277442056,9.221411084568147e-6,3.0395840113898985e7,8.234071166119249e6,16050.12,12496.93,1506.78,883.17,1420.16,14505.3
1600.0,1.0e-5,1,GN_ISRES,2,MAXEVAL_REACHED,100000,0.4092255996784272,8.060982643934242e-6,2.9536533641143367e7,8.291660075114967e6,15931.63,11037.73,1872.96,584.74,1502.79,12515.34
